"title","release_period","whether_remake","whether_franchise","genre","new_actor","new_director","new_music_director","lead_star","director","music_director","number_of_screens","revenue_inr","budget_inr","writers.x","sequel.x","hit_flop.x","date","month","year","writers.y","sequel.y","hit_flop.y","era"
"mujhse fraaandship karoge","normal","no","no","rom__com","yes","yes","yes","saqib saleem","nupur asthana","raghu dixit",500,90000000,67200000,"pooja desai (story) | anvita dutt (additional dialogue) | anvita dutt (screenplay) | rajesh narasimhan (screenplay) | ashish patil (story) | ashish patil",0,2,"14","oct","2011","pooja desai (story) | anvita dutt (additional dialogue) | anvita dutt (screenplay) | rajesh narasimhan (screenplay) | ashish patil (story) | ashish patil","0",2,"new"
"gangoobai","holiday","no","no","drama","no","yes","yes","sarita joshi","priya krishnaswamy","ved nair",10,12500000,145000,"priya krishnaswamy | rayomand j. patell (additional screenplay writer) | abhay tiwari (dialogue)",0,1,"11","jan","2013","priya krishnaswamy | rayomand j. patell (additional screenplay writer) | abhay tiwari (dialogue)","0",1,"new"
"soch lo","normal","no","no","suspense","yes","yes","yes","sartaj singh pannu","sartaj singh pannu","nitish pires",20,20000000,180000,"prashant ingole (lyrics) | charu moohan (lyrics) | sartaj singh pannu",0,1,"27","sep","2010","prashant ingole (lyrics) | charu moohan (lyrics) | sartaj singh pannu","0",1,"new"
"manjunath","holiday","no","no","drama","yes","yes","yes","sasho satiiysh saarathy","sandeep a. varma","sonam - nitin - subir",175,55000000,4550000,NA,0,1,"09","may","2014",NA,"0",1,"new"
"dhoom dadakka","normal","no","no","comedy","no","no","no","shaad randhawa","shashi ranjan","roop kumar rathod",250,50000000,14100000,"ashwani dhir (dialogue) | ashwani dhir (story) | shashi ranjan (story) | kabir shrivastava (dialogue) | kabir shrivastava (story)",0,1,"23","may","2008","ashwani dhir (dialogue) | ashwani dhir (story) | shashi ranjan (story) | kabir shrivastava (dialogue) | kabir shrivastava (story)","0",1,"old"
"kismat konnection","normal","yes","no","rom__com","no","no","no","shahid kapoor","aziz mirza","sajid - wajid",850,270000000,385847500,"sanjay chhel | sai kabir (screenplay) | ashish kariya (dialogue) | rahila mirza (story) | vibha singh (screenplay)",0,2,"18","jul","2008","sanjay chhel | sai kabir (screenplay) | ashish kariya (dialogue) | rahila mirza (story) | vibha singh (screenplay)","0",2,"old"
"jab we met","holiday","no","no","rom__com","no","no","no","shahid kapoor","imtiaz ali","pritam",475,150000000,509380000,"imtiaz ali",0,6,"26","oct","2007","imtiaz ali","0",6,"old"
"chance pe dance","normal","no","no","rom__com","no","no","no","shahid kapoor","ken ghosh","adnan sami",800,290000000,163027500,"nupur asthana (screenplay) | manu rishi chadha (additional dialogue) | ken ghosh (screenplay) | kiran kotrial (dialogues) | irfan siddiqui (lyrics)",0,2,"15","jan","2010","nupur asthana (screenplay) | manu rishi chadha (additional dialogue) | ken ghosh (screenplay) | kiran kotrial (dialogues) | irfan siddiqui (lyrics)","0",2,"new"
"teri meri kahaani","normal","no","no","love_story","no","no","no","shahid kapoor","kunal kohli","sajid - wajid",1450,410000000,544800000,"robin bhatt (screenplay) | kunal kohli (story) | surabhi rumbles (screenplay)",0,2,"22","jun","2012","robin bhatt (screenplay) | kunal kohli (story) | surabhi rumbles (screenplay)","0",2,"new"
"vaah! life ho toh aisi!","holiday","no","no","comedy","no","no","no","shahid kapoor","mahesh manjrekar","ajay - atul",325,130000000,91723750,"mahesh manjrekar (story) | kiran kotrial (dialogue)",0,2,"23","dec","2005","mahesh manjrekar (story) | kiran kotrial (dialogue)","0",2,"old"
"mausam","normal","no","no","love_story","no","yes","no","shahid kapoor","pankaj kapoor","pritam",1750,490000000,536765000,"carl austin (story) | pankaj kapur (screenplay)",0,2,"23","sep","2011","carl austin (story) | pankaj kapur (screenplay)","0",2,"new"
"r... rajkumar","normal","no","no","action","no","no","no","shahid kapoor","prabhu deva","pritam",2350,580000000,995735000,"prabhudheva (story) | prabhudheva (screenplay) | sunil kumar agrawal (screenplay) | ravi s. sundaram (screenplay) | shiraz ahmed (dialogue)",0,4,"06","dec","2013","prabhudheva (story) | prabhudheva (screenplay) | sunil kumar agrawal (screenplay) | ravi s. sundaram (screenplay) | shiraz ahmed (dialogue)","0",4,"new"
"chup chup ke","normal","no","no","comedy","no","no","no","shahid kapoor","priyadarshan","himesh reshammiya",350,120000000,255800000,"priyadarshan (story) | neeraj vora (dialogue)",0,4,"09","jun","2006","priyadarshan (story) | neeraj vora (dialogue)","0",4,"old"
"phata poster nikhla hero","normal","no","no","comedy","no","no","no","shahid kapoor","rajkumar santoshi","pritam",1900,470000000,633060000,"rajkumar santoshi",0,2,"20","sep","2013","rajkumar santoshi","0",2,"new"
"milenge milenge","normal","no","no","love_story","no","no","no","shahid kapoor","satish kaushik","himesh reshammiya",775,120000000,126225000,"shiraz ahmed (dialogue) | shiraz ahmed (story)",0,2,"09","jul","2010","shiraz ahmed (dialogue) | shiraz ahmed (story)","0",2,"new"
"vivah","normal","no","no","drama","no","no","no","shahid kapoor","sooraj barjatya","ravindra jain",200,80000000,495600000,"aash karan atal (dialogue) | sooraj r. barjatya (story)",0,8,"10","nov","2006","aash karan atal (dialogue) | sooraj r. barjatya (story)","0",8,"old"
"haider","holiday","no","no","drama","no","no","no","shahid kapoor","vishal bhardwaj","vishal bhardwaj",1250,480000000,791667500,"william shakespeare (based on the play ""hamlet"" by) | basharat peer (screenplay) | vishal bhardwaj (screenplay) | vishal bhardwaj (dialogue)",0,4,"02","oct","2014","william shakespeare (based on the play ""hamlet"" by) | basharat peer (screenplay) | vishal bhardwaj (screenplay) | vishal bhardwaj (dialogue)","0",4,"new"
"rab ne bana di jodi","normal","no","no","love_story","no","no","no","shahrukh khan","aditya chopra","salim - sulaiman",1350,390000000,1574175000,"aditya chopra (story)",0,8,"12","dec","2008","aditya chopra (story)","0",8,"old"
"paheli","normal","no","no","drama","no","no","no","shahrukh khan","amol palekar","m.m. kreem",350,140000000,324535000,"vijayadan detha (novel) | vijayadan detha (story) | sandhya gokhale (dialogue) | sandhya gokhale (screenplay) | amol palekar (story)",0,3,"24","jun","2005","vijayadan detha (novel) | vijayadan detha (story) | sandhya gokhale (dialogue) | sandhya gokhale (screenplay) | amol palekar (story)","0",3,"old"
"ra.one","holiday","no","no","action","no","no","no","shahrukh khan","anubhav sinha","vishal - shekhar",2900,1300000000,2073862500,"david benullo | kanika dhillon (dialogue) | kanika dhillon (screenplay) | niranjan iyengar (dialogue) | shah rukh khan (screenplay) | mushtaq sheikh (screenplay) | anubhav sinha (story)",0,6,"26","oct","2011","david benullo | kanika dhillon (dialogue) | kanika dhillon (screenplay) | niranjan iyengar (dialogue) | shah rukh khan (screenplay) | mushtaq sheikh (screenplay) | anubhav sinha (story)","0",6,"new"
"om shanti om","holiday","no","no","masala","no","no","no","shahrukh khan","farah khan","vishal - shekhar",1200,400000000,1498725000,"farah khan (story) | mushtaq sheikh (screenplay) | farah khan (screenplay) | mayur puri (dialogue)",0,8,"09","nov","2007","farah khan (story) | mushtaq sheikh (screenplay) | farah khan (screenplay) | mayur puri (dialogue)","0",8,"old"
"happy new year","holiday","no","no","masala","no","no","no","shahrukh khan","farah khan","vishal - shekhar",3850,1500000000,3427610000,"althea kaushal | farah khan | mayur puri",0,7,"24","oct","2014","althea kaushal | farah khan | mayur puri","0",7,"new"
"don 2","holiday","no","yes","action","no","no","no","shahrukh khan","farhan akhtar","shankar - ehsaan - loy",2850,760000000,2028100000,"farhan akhtar (dialogue) | farhan akhtar (story) | javed akhtar (characters) | salim khan (characters) | ameet mehta (screenplay) | ameet mehta (story)",1,6,"23","dec","2011","farhan akhtar (dialogue) | farhan akhtar (story) | javed akhtar (characters) | salim khan (characters) | ameet mehta (screenplay) | ameet mehta (story)","1",6,"new"
"my name is khan","holiday","no","no","drama","no","no","no","shahrukh khan","karan johar","shankar - ehsaan - loy",1650,850000000,1931450000,"shibani bathija (story) | shibani bathija (dialogue) | niranjan iyengar (dialogue)",0,6,"12","feb","2010","shibani bathija (story) | shibani bathija (dialogue) | niranjan iyengar (dialogue)","0",6,"new"
"chennai express","holiday","no","no","masala","no","no","yes","shahrukh khan","rohit shetty","honey singh",3600,1150000000,3959242500,"k. subhash (story) | yunus sajawal (screenplay) | robin bhatt (additional screenplay) | farhad (dialogue) | sajid (dialogue)",0,8,"08","aug","2013","k. subhash (story) | yunus sajawal (screenplay) | robin bhatt (additional screenplay) | farhad (dialogue) | sajid (dialogue)","0",8,"new"
"jab tak hai jaan","holiday","no","no","love_story","no","no","no","shahrukh khan","yash chopra","a.r. rehman",2450,780000000,2102642500,"aditya chopra (story) | aditya chopra (screenplay) | devika bhagat (screenplay)",0,6,"13","nov","2012","aditya chopra (story) | aditya chopra (screenplay) | devika bhagat (screenplay)","0",6,"new"
"from sydney with love","normal","no","no","comedy","yes","yes","yes","sharad malhotra","prateek chakravorty","brooklyn shanti",175,100000000,3300000,"prateek chakravorty (story) | marmabanda gavhane (additional dialogue) | spandan mishra (additional dialogue)",0,1,"31","aug","2012","prateek chakravorty (story) | marmabanda gavhane (additional dialogue) | spandan mishra (additional dialogue)","0",1,"new"
"3 bachelors","normal","no","no","comedy","no","no","no","sharman joshi","ajai sinha","daboo malik",70,40000000,2100000,"raghuvir shekhawat | ajai sinha",0,1,"29","jun","2012","raghuvir shekhawat | ajai sinha","0",1,"new"
"allah ke banday","normal","no","no","action","no","yes","no","sharman joshi","faruk kabir","chirantan bhatt",300,90000000,10000000,"faruk kabir | sarim momin (lyrics)",0,1,"26","nov","2010","faruk kabir | sarim momin (lyrics)","0",1,"new"
"sorry bhai!","normal","no","no","rom__com","no","no","no","sharman joshi","onir","vivek philip",250,90000000,19400000,"ashwini malik (story) | amitabh verma (lyrics)",0,1,"28","nov","2008","ashwini malik (story) | amitabh verma (lyrics)","0",1,"old"
"ferrari ki sawaari","normal","no","no","drama","no","yes","no","sharman joshi","rajesh mapuskar","pritam",875,200000000,484500000,"vidhu vinod chopra (original story and screenplay) | rajesh mapuskar (original story and screenplay) | rajkumar hirani (original story and dialogue) | shekhar dhavalikar (script associate) | ranjeet bahadur (dialogue associate)",0,5,"15","jun","2012","vidhu vinod chopra (original story and screenplay) | rajesh mapuskar (original story and screenplay) | rajkumar hirani (original story and dialogue) | shekhar dhavalikar (script associate) | ranjeet bahadur (dialogue associate)","0",5,"new"
"gang of ghosts","normal","no","no","comedy","no","no","no","sharman joshi","satish kaushik","dharam - sandeep",900,160000000,27930000,NA,0,1,"21","mar","2014",NA,"0",1,"new"
"99.9 fm","normal","no","no","thriller","no","yes","yes","shawar ali","sanjay bhatia","piyush kanojia",5,4000000,120000,NA,0,1,NA,NA,NA,NA,"0",1,NA
"mallika","normal","no","no","horror","yes","no","no","sheena nayar","wilson louis","shamir tandon",325,35000000,10300000,"alok mishra (additional screenplay & dialogue) | a. sammeer | b. viveck",0,1,"03","sep","2010","alok mishra (additional screenplay & dialogue) | a. sammeer | b. viveck","0",1,"new"
"red swastik","normal","no","no","thriller","no","no","no","sherlyn chopra","vinod pande","shamir tandon",50,22500000,8200000,"vinod pande",0,1,"08","jun","2007","vinod pande","0",1,"old"
"khamoshh... khauff ki raat","holiday","no","no","thriller","no","no","no","shilpa shetty","deepak tijori","jatin - lalit",110,45000000,10400000,"adi (dialogue) | adi (screenplay) | bijesh jayarajan (screenplay)",0,1,"15","apr","2005","adi (dialogue) | adi (screenplay) | bijesh jayarajan (screenplay)","0",1,"old"
"hijack","normal","no","no","action","no","yes","yes","shiney ahuja","kunal shivdasani","justin - uday",375,90000000,34050000,"gavendra agarwal (story) | kumaar (lyrics) | kunal shivdasani (story)",0,1,"05","sep","2008","gavendra agarwal (story) | kumaar (lyrics) | kunal shivdasani (story)","0",1,"old"
"woh lamhe","holiday","no","no","drama","no","no","no","shiney ahuja","mohit suri","pritam",275,77500000,95600000,"mahesh bhatt (story) | shagufta rafique",0,2,"29","sep","2006","mahesh bhatt (story) | shagufta rafique","0",2,"old"
"ghost","holiday","no","no","horror","no","yes","no","shiney ahuja","puja jatinder bedi","toshi - sharib",800,90000000,94400000,"puja bedi (screenplay) | puja bedi (story)",0,2,"13","jan","2012","puja bedi (screenplay) | puja bedi (story)","0",2,"new"
"khoya khoya chand","normal","no","no","drama","no","no","no","shiney ahuja","sudhir mishra","shantanu moitra",150,55000000,29467250,"sudhir mishra (screenplay) | sudhir mishra (story) | jaydeep sarkar (story)",0,1,"07","dec","2007","sudhir mishra (screenplay) | sudhir mishra (story) | jaydeep sarkar (story)","0",1,"old"
"sins","normal","no","no","drama","yes","yes","yes","shiney ahuja","vinod pande","sanjoy chowdhary",50,12500000,23800000,NA,0,2,"25","feb","2005",NA,"0",2,"old"
"karle pyaar karle","normal","no","no","love_story","yes","yes","no","shiv darshan","rajesh pandey","meet bros",1100,260000000,19100000,"suneel darshan",0,1,"17","jan","2014","suneel darshan","0",1,"new"
"luv ka the end","holiday","no","no","drama","no","yes","no","shraddha kapoor","bumpy","ram sampath",450,85000000,79200000,"amitabh bhattacharya (lyrics) | ashish patil (story) | ashish patil | roye segal (screenplay) | shenaz treasury (screenplay) | nihkil vyas (dialogue) | nikhil vyas (dialogues)",0,2,"06","may","2011","amitabh bhattacharya (lyrics) | ashish patil (story) | ashish patil | roye segal (screenplay) | shenaz treasury (screenplay) | nihkil vyas (dialogue) | nikhil vyas (dialogues)","0",2,"new"
"aagey se right","normal","no","no","comedy","no","yes","no","shreyas talpade","indrajit nattoji","ram sampath",375,60000000,42100000,"abhijeet deshpande (additional dialogue) | hitesh kewalya (lyrics) | jabbar patel | dheeraj rattan (additional screenplay) | manoj santoshi (additional dialogue)",0,2,"04","sep","2009","abhijeet deshpande (additional dialogue) | hitesh kewalya (lyrics) | jabbar patel | dheeraj rattan (additional screenplay) | manoj santoshi (additional dialogue)","0",2,"old"
"teen thay bhai","holiday","no","no","comedy","no","yes","no","shreyas talpade","mrighdeep singh lamba","sukhwinder singh",500,110000000,33700000,"gautam mehra | mehul suri",0,1,"15","apr","2011","gautam mehra | mehul suri","0",1,"new"
"iqbal","holiday","no","no","drama","no","no","no","shreyas talpade","nagesh kukunoor","salim - sulaiman",70,22500000,56068750,"nagesh kukunoor",0,4,"20","jan","2006","nagesh kukunoor","0",4,"old"
"bombay to bangkok","normal","no","no","comedy","no","no","no","shreyas talpade","nagesh kukunoor","salim - sulaiman",175,70000000,27200000,"nagesh kukunoor",0,1,"18","jan","2008","nagesh kukunoor","0",1,"old"
"paying guests","normal","no","no","comedy","no","yes","no","shreyas talpade","paritosh painter","sajid - wajid",450,110000000,76600000,"wajid ali (lyrics) | rashid firozabadi (lyrics) | lawrence john (additional dialogue & screenplay) | paritosh painter (story) | jalees sherwani (lyrics) | a.k. upadhyay (lyrics)",0,2,"19","jun","2009","wajid ali (lyrics) | rashid firozabadi (lyrics) | lawrence john (additional dialogue & screenplay) | paritosh painter (story) | jalees sherwani (lyrics) | a.k. upadhyay (lyrics)","0",2,"old"
"kamaal dhamaal malamaal","normal","no","no","comedy","no","no","no","shreyas talpade","priyadarshan","sajid - wajid",950,320000000,90000000,NA,1,1,"28","sep","2012",NA,"1",1,"new"
"click","holiday","no","no","horror","no","no","no","shreyas talpade","sangeeth sivan","shamir tandon",350,75000000,16200000,"sameer arora (dialogue) | vivek buddhakoti (dialogue) | harish nayar (story)",0,1,"19","feb","2010","sameer arora (dialogue) | vivek buddhakoti (dialogue) | harish nayar (story)","0",1,"new"
"welcome to sajjanpur","normal","no","no","drama","no","no","no","shreyas talpade","shyam benegal","shantanu moitra",450,90000000,136000000,"ashok mishra (screenplay) | shyam benegal (story)",0,4,"19","sep","2008","ashok mishra (screenplay) | shyam benegal (story)","0",4,"old"
"shakal pe mat ja","normal","no","no","comedy","no","yes","no","shubh","shubh","salim - sulaiman",275,40000000,6900000,"shubh",0,1,"18","nov","2011","shubh","0",1,"new"
"nakshatra","normal","no","no","thriller","yes","yes","no","shubh mukherjee","mohan savalkar","bappi - tutal",200,47500000,2650000,"harry anand (lyrics) | nawab arzoo (lyrics) | rani malik (lyrics) | mohan savalkar",0,1,"29","oct","2010","harry anand (lyrics) | nawab arzoo (lyrics) | rani malik (lyrics) | mohan savalkar","0",1,"new"
"raqt","normal","no","no","drama","yes","yes","no","shweta bhardwaj","adi irani","daboo malik",200,25000000,2900000,"adi irani | shiva rindan | ranjiv verma",0,1,"27","sep","2013","adi irani | shiva rindan | ranjiv verma","0",1,"new"
"striker","holiday","no","no","drama","no","no","yes","siddharth","chandan arora","shailendra barve",200,110000000,12300000,"sunita rajwar (story) | iqbal merchant (story) | chandan arora (screenplay) | sunita rajwar (screenplay) | sagar kapoor (dialogues) | vijay maurya (dialogues) | pankaj saraswat (dialogues) | nitin raikwar (lyrics) | jeetendra joshi (lyrics) | prashant ingole (lyrics)",0,1,"05","feb","2010","sunita rajwar (story) | iqbal merchant (story) | chandan arora (screenplay) | sunita rajwar (screenplay) | sagar kapoor (dialogues) | vijay maurya (dialogues) | pankaj saraswat (dialogues) | nitin raikwar (lyrics) | jeetendra joshi (lyrics) | prashant ingole (lyrics)","0",1,"new"
"stand by","holiday","no","no","drama","no","yes","no","siddharth dhawan","sanjay surker","aadesh shrivastava",250,45000000,2075000,"varun gautam | sanjay soorkar | pravin vithal tarde",0,1,"26","aug","2011","varun gautam | sanjay soorkar | pravin vithal tarde","0",1,"new"
"kuku mathur ki jhand ho gayi","normal","no","no","comedy","yes","yes","yes","siddharth gupta","aman sachdeva","parichay",600,65000000,19400000,NA,0,1,"30","may","2014",NA,"0",1,"new"
"tutiya dil","holiday","no","no","love_story","yes","yes","yes","sidhant kapur","amit khanna","gulraj singh",20,15000000,525000,"amit khanna",0,1,"13","jan","2012","amit khanna","0",1,"new"
"hasee toh phasee","normal","no","no","rom__com","no","yes","no","sidharth malhotra","vinil mathew","vishal - shekhar",1300,260000000,617420000,"harshavardhan kulkarni (story) | harshavardhan kulkarni (dialogue) | anurag kashyap (dialogue) | purva naresh (dialogue) | vinil matthew (dialogue)",0,4,"07","feb","2014","harshavardhan kulkarni (story) | harshavardhan kulkarni (dialogue) | anurag kashyap (dialogue) | purva naresh (dialogue) | vinil matthew (dialogue)","0",4,"new"
"woodstock villa","normal","no","no","suspense","yes","no","no","sikander kher","hansal mehta","anu malik",275,65000000,31200000,"the aryans (lyrics) | s. farhan (screenplay) | s. farhan (story) | rajiv gopalkrishnan (screenplay) | sanjay gupta (screenplay) | virag mishra (lyrics) | manoj muntashir (lyrics) | milap zaveri (dialogue)",0,2,"30","may","2008","the aryans (lyrics) | s. farhan (screenplay) | s. farhan (story) | rajiv gopalkrishnan (screenplay) | sanjay gupta (screenplay) | virag mishra (lyrics) | manoj muntashir (lyrics) | milap zaveri (dialogue)","0",2,"old"
"summer 2007","normal","no","no","thriller","yes","yes","yes","sikander kher","suhail tatari","gourov dasgupta",125,45000000,6428250,"gourov dasgupta (lyrics) | bijesh jayarajan (screenplay) | bijesh jayarajan (story) | ujjaiyinee roy (lyrics) | ritesh shah (dialogues) | vibha singh (lyrics)",0,1,"13","jun","2008","gourov dasgupta (lyrics) | bijesh jayarajan (screenplay) | bijesh jayarajan (story) | ujjaiyinee roy (lyrics) | ritesh shah (dialogues) | vibha singh (lyrics)","0",1,"old"
"hello","normal","no","no","love_story","no","no","no","sohail khan","atul agnihotri","sajid - wajid",650,140000000,179600000,"atul agnihotri (screenplay) | chetan bhagat (additional dialogue) | chetan bhagat (book) | jalees sherwani (lyrics) | alok upadhyay (additional dialogue)",0,2,"10","oct","2008","atul agnihotri (screenplay) | chetan bhagat (additional dialogue) | chetan bhagat (book) | jalees sherwani (lyrics) | alok upadhyay (additional dialogue)","0",2,"old"
"heroes","normal","no","no","drama","no","no","no","sohail khan","samir karnik","sajid - wajid",725,180000000,254400000,"aseem arora (story) | samir karnik (screenplay) | aseem arora (screenplay) | samir karnik (dialogue) | aseem arora (dialogue)",0,2,"24","oct","2008","aseem arora (story) | samir karnik (screenplay) | aseem arora (screenplay) | samir karnik (dialogue) | aseem arora (dialogue)","0",2,"old"
"via darjeeling","normal","no","no","thriller","no","yes","yes","sonali kulkarni","arindam nandy","prabuddha banerjee",75,15000000,2600000,"ranjan das | gautam nag (lyrics) | arindam nandy | atul sabharwal (dialogue) | siladitya sanyal | mrityunjay kumar singh (lyrics) | vibha singh (lyrics) | sanjeev tiwari (lyrics)",0,1,"27","jun","2008","ranjan das | gautam nag (lyrics) | arindam nandy | atul sabharwal (dialogue) | siladitya sanyal | mrityunjay kumar singh (lyrics) | vibha singh (lyrics) | sanjeev tiwari (lyrics)","0",1,"old"
"the camp","normal","no","no","drama","no","yes","yes","sonali kulkarni","nitin mahadar","uday ramdas",35,12500000,275000,"shabbir ahmed (lyrics) | rohit gahlowt (screenplay) | nitin mahadar (story) | sudhakar sharma (lyrics)",0,1,"11","jun","2010","shabbir ahmed (lyrics) | rohit gahlowt (screenplay) | nitin mahadar (story) | sudhakar sharma (lyrics)","0",1,"new"
"aisha","normal","no","no","rom__com","no","yes","no","sonam kapoor","rajshree ojha","amit trivedi",625,180000000,255262500,"jane austen (novel) | devika bhagat (screenplay) | devika bhagat (dialogue) | ritu bhatia (dialogue) | manu rishi chadha (dialogue)",0,2,"06","aug","2010","jane austen (novel) | devika bhagat (screenplay) | devika bhagat (dialogue) | ritu bhatia (dialogue) | manu rishi chadha (dialogue)","0",2,"new"
"ek vivaah... aisa bhi","normal","no","no","love_story","no","yes","no","sonu sood","kaushik ghatak","ravindra jain",100,35000000,24887500,"sooraj r. barjatya (story) | ashapurna devi (story) | ravindra jain (lyrics) | shashi mittal (dialogue & screenplay) | sumit mittal (dialogue & screenplay)",0,2,"07","nov","2008","sooraj r. barjatya (story) | ashapurna devi (story) | ravindra jain (lyrics) | shashi mittal (dialogue & screenplay) | sumit mittal (dialogue & screenplay)","0",2,"old"
"english vinglish","normal","no","no","drama","no","yes","no","sridevi","gauri shinde","amit trivedi",700,260000000,785625000,"gauri shinde",0,5,"05","oct","2012","gauri shinde","0",5,"new"
"phoonk 2","normal","no","yes","horror","no","yes","yes","sudeep","milind gadagkar","dharam - sandeep",675,80000000,92400000,"milind gadagkar",1,2,"16","apr","2010","milind gadagkar","1",2,"new"
"phoonk","holiday","no","no","horror","yes","no","no","sudeep","ram gopal verma","bappi - tutal",400,45000000,136200000,"milind gadagkar | sandeep nath (lyrics) | prashant pandey (lyrics)",0,6,"22","aug","2008","milind gadagkar | sandeep nath (lyrics) | prashant pandey (lyrics)","0",6,"old"
"dhara","normal","no","no","drama","no","yes","no","sudhanshu pandey","masud mirza","saurabh mukherjee",5,12500000,14000,"ibrahim ashq (lyrics) | masud mirza (screenplay)",0,1,"15","feb","2008","ibrahim ashq (lyrics) | masud mirza (screenplay)","0",1,"old"
"love recipe","normal","no","no","comedy","yes","no","yes","suhail karim","amol shetge","sameer phaterpekar",100,20000000,2200000,"shyam goel | m. salim | amol shetge",0,1,"05","may","2012","shyam goel | m. salim | amol shetge","0",1,"new"
"maazii","normal","no","no","thriller","yes","yes","yes","sumeet nijhawan","jaideep chopra","faizan hussain",70,17500000,925000,"sumit nijhawan | shirish sharma",0,1,"27","sep","2013","sumit nijhawan | shirish sharma","0",1,"new"
"desi kattey","normal","no","no","action","no","no","no","suneil shetty","anand kumar","kailash kher",1150,120000000,25200000,"aaryaan saxena (screenplay)",0,1,"12","sep","2014","aaryaan saxena (screenplay)","0",1,"new"
"one two three","normal","no","no","comedy","no","yes","no","suneil shetty","ashwini dhir","raghav sachar",575,140000000,273600000,"ashwani dhir (screenplay)",0,4,"28","mar","2008","ashwani dhir (screenplay)","0",4,"old"
"mr. white mr. black","normal","no","no","comedy","no","no","no","suneil shetty","deepak shivdasani","jatin - lalit",450,110000000,38900000,"deepak s. shivdasani (story) | nishikant kamat (screenplay) | sanjay pawar (screenplay) | sanjeev duggal (screenplay) | sameer (lyrics)",0,1,"02","may","2008","deepak s. shivdasani (story) | nishikant kamat (screenplay) | sanjay pawar (screenplay) | sanjeev duggal (screenplay) | sameer (lyrics)","0",1,"old"
"padmashree laloo prasad yadav","normal","no","no","comedy","no","no","no","suneil shetty","mahesh manjrekar","nitin raikwar",150,65000000,24283000,"sanjay pawar (dialogue) | vinay | yash",0,1,"28","jan","2005","sanjay pawar (dialogue) | vinay | yash","0",1,"old"
"mere dost picture abhi baaki hai","normal","no","no","comedy","no","no","yes","suneil shetty","rajnish thakur","parvez - subhash",50,52500000,2500000,"rajnish thakur",0,1,"20","jul","2012","rajnish thakur","0",1,"new"
"fool n final","normal","no","no","comedy","no","no","no","sunny deol","ahmed khan","himesh reshammiya",850,260000000,276200000,"umesh shukla | neeraj vora (screenplay)",0,2,"01","jun","2007","umesh shukla | neeraj vora (screenplay)","0",2,"old"
"kaafila","normal","no","no","action","no","no","no","sunny deol","ammtoje mann","sukhwinder singh",270,170000000,40465000,"ammtoje mann (story)",0,1,"10","aug","2007","ammtoje mann (story)","0",1,"old"
"apne","normal","no","no","drama","no","no","no","sunny deol","anil sharma","himesh reshammiya",625,200000000,392825000,"neeraj pathak (screenplay) | neeraj pathak (story)",0,4,"29","jun","2007","neeraj pathak (screenplay) | neeraj pathak (story)","0",4,"old"
"singh saab the great","holiday","no","no","action","no","no","yes","sunny deol","anil sharma","sonu nigam",2000,420000000,328987500,"shaktimaan talwar",0,2,"22","nov","2013","shaktimaan talwar","0",2,"new"
"fox","normal","no","no","thriller","no","no","no","sunny deol","deepak tijori","monty sharma",475,200000000,39200000,"kamal pandey (dialogue) | deepak tijori (story)",0,1,"04","sep","2009","kamal pandey (dialogue) | deepak tijori (story)","0",1,"old"
"big brother","holiday","no","no","action","no","no","no","sunny deol","guddu dhanoa","sandesh shandilya",290,80000000,70900000,"guddu dhanoa",0,1,"01","feb","2007","guddu dhanoa","0",1,"old"
"khuda kasam","normal","no","no","action","no","no","no","sunny deol","k.c. bokadia","aadesh shrivastava",125,90000000,10400000,"k.c. bokadia (dialogue) | k.c. bokadia",0,1,"26","nov","2010","k.c. bokadia (dialogue) | k.c. bokadia","0",1,"new"
"jo bole so nihaal","normal","no","no","comedy","no","no","no","sunny deol","rahul rawail","anand raj anand",400,150000000,148162500,"sanjay chhel (dialogue writer)",0,1,"13","may","2005","sanjay chhel (dialogue writer)","0",1,"old"
"yamla pagla deewana","holiday","no","no","comedy","no","no","no","sunny deol","samir karnik","anu malik",1550,290000000,887250000,"jasvinder bath (story) | jasvinder bath",0,6,"14","jan","2011","jasvinder bath (story) | jasvinder bath","0",6,"new"
"yamla pagla deewana 2","normal","no","yes","comedy","no","no","no","sunny deol","sangeeth sivan","toshi - sharib",2000,460000000,483500000,"jasvinder bath (screenplay) | lynda deol (story)",1,2,"07","jun","2013","jasvinder bath (screenplay) | lynda deol (story)","1",2,"new"
"jo hum chahein","normal","no","no","love_story","yes","yes","no","sunny gill","pawan gill","sachin gupta",300,85000000,3900000,"pawan gill | rashmi kulkarni (dialogue)",0,1,"16","dec","2011","pawan gill | rashmi kulkarni (dialogue)","0",1,"new"
"ragini mms 2","normal","no","yes","horror","no","no","no","sunny leone","bhushan patel","chirantan bhatt",2300,190000000,632945000,"tanveer bookwala (story) | ishita moitra (dialogue)",1,6,"21","mar","2014","tanveer bookwala (story) | ishita moitra (dialogue)","1",6,"new"
"jism 2","holiday","no","yes","thriller","yes","no","yes","sunny leone","pooja bhatt","munish makhija",1700,130000000,492575000,"mahesh bhatt (screenplay) | mahesh bhatt | shagufta rafique (dialogue)",1,5,"03","aug","2012","mahesh bhatt (screenplay) | mahesh bhatt | shagufta rafique (dialogue)","1",5,"new"
"neighbours","holiday","no","no","horror","yes","no","yes","sunny singh","shyam ramsay","deepak shah",225,17500000,5900000,"shyam ramsay",0,1,"14","mar","2014","shyam ramsay","0",1,"new"
